Elevation,Aspect,Slope,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade,Total_Distance_to_Hydrology
2166,320,18,1020,458,10,4,192.33333333333331,0.0
2275,315,12,968,430,16,4,200.0,30.265491900843113
2083,21,28,234,470,10,4,154.0,255.3605294480727
2156,185,13,467,616,2,4,209.33333333333331,365.8742953529258
3167,143,5,3120,3346,23,1,204.0,60.0
2284,114,6,192,285,10,4,200.66666666666663,181.3394606807906
2327,326,35,1266,730,10,4,162.33333333333334,344.0261617958727
2315,346,4,1025,216,6,4,201.33333333333331,230.70543990118657
2148,121,18,1240,1206,1,4,189.0,30.59411708155671
2142,133,12,1256,1236,1,4,199.0,0.0
2140,135,5,1273,1266,17,4,203.33333333333331,0.0
2138,124,3,1290,1296,17,4,202.66666666666663,30.14962686336267
2135,182,8,1308,1325,17,4,208.33333333333331,0.0
2136,203,20,1326,1351,17,4,211.33333333333331,0.0
2128,342,9,1332,1353,17,4,197.66666666666663,0.0
2132,353,15,1282,1362,17,4,187.66666666666663,0.0
2137,13,12,1266,1366,17,4,188.33333333333331,0.0
2130,38,5,1250,1371,17,4,197.33333333333331,30.59411708155671
2133,233,9,1235,1377,17,4,211.66666666666663,30.0
2111,238,3,1148,1333,17,4,207.33333333333331,0.0
2118,299,9,1138,1317,17,4,204.66666666666663,30.805843601498726
2118,317,11,1129,1302,17,4,200.33333333333331,60.13318551349163
2126,296,21,1121,1288,17,4,198.66666666666663,86.49277426467485
2223,343,37,1113,1142,10,4,147.0,213.78493866500511
2299,325,20,1282,1159,10,4,188.66666666666663,545.1467692282511
2304,20,19,1423,939,10,4,174.0,377.3340694928037
2278,58,17,1364,782,10,4,177.66666666666663,298.74403759740545
2235,113,23,1290,684,3,4,176.66666666666663,233.97649454592656
2195,98,22,1240,616,3,4,175.0,150.72159765607583
2187,107,22,1224,594,3,4,177.33333333333337,124.03628501370073
2140,109,28,1181,534,3,4,165.66666666666666,33.54101966249684
2125,109,17,1167,516,3,4,187.33333333333331,0.0
2127,334,24,1131,470,4,4,178.33333333333337,31.32091952673165
2326,30,22,960,153,6,4,166.33333333333334,235.2275494069519
2319,37,22,960,162,6,4,166.66666666666666,212.6805115660577
2280,53,12,990,390,6,4,186.0,0.0
2279,306,9,997,418,16,4,203.33333333333331,30.4138126514911
2059,322,17,569,726,14,4,193.66666666666663,0.0
3209,62,18,3840,2967,39,1,174.66666666666663,42.95346318982906
2829,98,13,1842,882,13,3,189.66666666666663,303.8980092070364
2793,232,25,2260,721,13,3,211.66666666666663,72.61542535852834
2985,239,8,319,1418,32,3,210.66666666666663,322.7413825340655
2295,159,18,339,466,4,4,201.33333333333331,158.39823231336896
2175,336,11,1033,525,14,4,196.0,0.0
2351,27,14,1260,618,6,4,183.66666666666663,459.98695633680745
2157,190,19,1075,824,17,4,209.33333333333331,0.0
2160,199,24,1087,853,17,4,208.66666666666663,0.0
2169,197,31,1100,883,1,4,202.66666666666663,0.0
2145,103,13,1266,1209,1,4,190.66666666666663,0.0
2139,354,9,1298,1269,17,4,196.33333333333331,30.066592756745816
2133,240,9,1368,1380,17,4,211.0,30.066592756745816
2135,347,17,1326,1381,17,4,186.33333333333331,0.0
2139,341,25,1308,1383,17,4,174.66666666666663,0.0
2133,42,17,1224,1401,17,4,176.66666666666663,0.0
2130,45,5,1209,1406,17,4,197.66666666666663,0.0
2129,159,6,1195,1412,17,4,205.33333333333331,0.0
2128,172,9,1181,1419,17,4,207.33333333333331,30.0
2122,129,19,1155,1406,17,4,190.66666666666663,30.805843601498726
2115,135,16,1142,1390,17,4,195.33333333333331,0.0
2110,283,9,1120,1358,17,4,207.0,0.0
2119,299,12,1110,1343,17,4,204.0,31.04834939252005
2130,283,18,1092,1315,17,4,204.66666666666663,67.26812023536856
2295,329,25,1224,1226,10,4,179.66666666666663,502.6062076815208
2312,52,10,1398,953,6,4,189.66666666666663,356.61884414595926
2305,80,9,1434,900,10,4,192.66666666666663,327.3973121453504
2299,91,12,1445,875,3,4,190.0,316.1803282938393
2239,120,27,1332,726,3,4,173.0,233.97649454592656
2205,120,26,1282,658,3,4,174.66666666666663,167.70509831248424
2163,125,30,1235,595,3,4,170.0,76.53757247260981
2147,122,31,1221,576,3,4,167.0,46.95742752749558
2132,117,24,1207,558,3,4,177.0,30.805843601498726
2200,341,24,1082,576,10,4,177.0,0.0
2214,317,12,1090,636,1,4,199.33333333333331,0.0
2216,284,10,1095,612,1,4,206.66666666666663,0.0
2058,329,8,607,768,3,4,199.66666666666663,0.0
2091,315,28,497,679,10,4,181.33333333333331,107.35455276791944
2107,18,30,228,495,10,4,149.33333333333334,222.0923231451281
2037,57,32,228,484,10,4,139.66666666666666,34.48187929913333
3175,146,5,3420,3212,23,1,204.0,0.0
3062,159,19,1290,3224,29,1,200.66666666666663,440.5144719529655
2865,53,9,242,2181,23,1,192.0,0.0
2815,101,14,1902,853,31,3,189.0,236.01906702637396
2787,108,13,1978,764,31,3,191.66666666666663,131.47243057006287
2279,151,9,234,309,10,4,203.66666666666663,121.19818480488888
2289,160,20,339,446,4,4,200.0,125.0
2192,159,16,816,420,4,4,202.33333333333331,0.0
2191,190,18,841,421,4,4,210.0,0.0
2322,45,15,1127,350,6,4,180.66666666666663,301.3784995649159
2157,8,7,1115,859,17,4,197.0,30.0
2154,187,20,1140,918,17,4,208.33333333333331,0.0
2149,107,18,1276,1184,1,4,184.33333333333331,30.265491900843113
2144,22,7,1291,1213,17,4,195.66666666666663,0.0
2150,352,26,1323,1273,17,4,168.33333333333334,43.68065933568311
2141,328,9,1341,1410,17,4,200.0,30.59411708155671
2128,27,9,1154,1448,17,4,192.66666666666663,0.0
2126,72,10,1140,1448,17,4,190.33333333333331,0.0
2117,88,17,1127,1431,17,4,182.0,30.066592756745816
2116,307,17,1092,1384,17,4,198.66666666666663,0.0
2124,317,13,1082,1370,17,4,199.0,0.0
2125,307,7,1072,1355,17,4,204.0,30.01666203960727
2131,271,15,1063,1342,17,4,209.0,60.40695324215582
2219,12,23,1024,1262,1,4,168.0,223.61797781037194
2212,331,28,1020,1237,10,4,173.0,236.23081932719955
2306,342,26,1127,1230,10,4,170.66666666666666,411.254179310071
2328,67,12,1340,1020,6,4,186.66666666666663,368.7085569931894
2310,114,14,1374,967,6,4,192.0,325.7744618597351
2304,135,14,1392,942,3,4,197.33333333333331,316.1803282938393
2292,136,19,1429,890,3,4,193.0,286.6653100743095
2285,138,20,1448,865,3,4,192.33333333333331,273.30020124398004
2269,133,24,1410,816,3,4,185.33333333333331,242.85180666406416
2259,126,25,1392,792,3,4,179.33333333333337,224.94888308235718
2246,118,27,1374,768,3,4,172.33333333333337,214.7091055358389
2205,128,26,1323,700,3,4,179.66666666666663,165.10905486980417
2194,128,28,1307,679,3,4,175.0,139.61733416735902
2181,124,29,1291,658,3,4,171.0,119.4361754243663
2171,356,20,1130,480,10,4,178.66666666666663,0.0
2227,346,23,1124,607,10,4,174.66666666666663,0.0
2231,345,20,1130,577,10,4,182.0,0.0
2230,337,14,1136,547,10,4,193.33333333333331,0.0
2259,228,14,1103,400,1,4,213.0,30.4138126514911
2340,275,28,1041,201,6,4,199.33333333333331,116.61903789690601
2280,4,7,1048,371,16,4,197.0,0.0
2058,9,5,646,811,3,4,199.33333333333331,0.0
2063,321,17,618,787,14,4,194.33333333333331,0.0
2140,14,28,300,552,10,4,154.0,245.42208539575245
2127,27,27,268,532,10,4,153.66666666666666,205.05608988762074
2043,334,27,319,541,10,4,173.66666666666663,77.52418977325722
2072,240,26,433,607,5,4,210.0,224.54398232862977
2769,117,17,2040,745,31,3,189.0,69.6419413859206
2776,8,21,2465,644,31,3,172.0,89.49301648732151
2279,207,17,297,376,10,4,212.33333333333331,91.59148432032315
2198,126,13,787,395,14,4,196.0,0.0
2187,205,4,882,395,14,4,207.33333333333331,0.0
2199,188,24,932,408,4,4,206.33333333333331,0.0
2159,335,7,1110,779,17,4,200.33333333333331,0.0
2173,348,28,1131,837,17,4,165.66666666666666,34.48187929913333
2152,45,14,1167,924,17,4,183.66666666666663,0.0
2147,207,4,1181,953,17,4,208.0,0.0
2154,219,21,1195,983,17,4,212.66666666666663,30.805843601498726
2166,207,28,1209,1012,1,4,208.0,32.69556544854363
2151,328,22,1317,1218,17,4,184.0,0.0
2184,21,35,1207,1451,10,4,135.0,78.54934754662193
2137,24,21,1128,1477,17,4,169.0,30.805843601498726
2123,46,23,1100,1456,17,4,164.0,0.0
2115,335,19,1075,1425,17,4,186.66666666666663,31.04834939252005
2130,341,13,1053,1396,17,4,192.66666666666663,0.0
2128,4,7,1044,1382,17,4,197.0,30.265491900843113
2129,275,12,1034,1369,17,4,208.33333333333331,42.04759208325728
2225,332,23,990,1266,10,4,181.33333333333331,270.79512551004314
2268,10,31,997,1233,10,4,150.0,307.2995281480269
2326,261,6,1242,1140,6,4,208.33333333333331,428.5615475051396
2332,225,3,1279,1087,6,4,207.33333333333331,388.66052024871266
2315,119,21,1332,1008,6,4,183.66666666666663,325.0123074592715
2285,142,21,1406,907,3,4,191.66666666666663,258.58847615468096
2276,140,23,1425,882,3,4,189.33333333333331,243.77243486497812
2268,140,24,1445,858,3,4,188.0,229.13096691630312
2259,138,26,1434,834,3,4,184.66666666666663,215.17667159801502
2249,134,26,1416,811,3,4,181.66666666666663,197.24603925047518
2225,114,25,1381,765,3,4,174.66666666666663,172.19175357722565
2198,104,23,1348,721,3,4,173.33333333333337,139.61733416735902
2184,108,26,1333,700,3,4,170.33333333333334,118.18629362155326
2171,114,27,1317,680,3,4,169.66666666666666,91.92388155425118
2132,106,16,1275,624,3,4,187.33333333333331,30.59411708155671
2250,313,12,1155,454,10,4,200.66666666666663,0.0
2254,312,13,1142,424,1,4,200.0,0.0
2260,310,13,1131,395,1,4,200.66666666666663,0.0
2264,310,11,1120,365,1,4,201.33333333333331,0.0
2370,189,14,1057,108,6,4,210.0,175.69291391516052
2362,117,15,1052,67,6,4,191.66666666666663,217.81643647805828
2317,90,8,1052,190,6,4,195.66666666666663,68.65857557508748
2291,129,16,1065,306,6,4,193.66666666666663,0.0
2284,4,3,1071,335,16,4,201.0,0.0
2128,55,18,277,547,10,4,175.0,146.48549416239138
2032,61,12,295,547,1,4,186.33333333333331,0.0
2044,312,28,324,560,10,4,182.33333333333331,64.62197768561404
2055,325,26,342,569,10,4,179.66666666666663,94.81033698917012
2832,107,17,1889,960,13,3,185.33333333333331,268.1287004406652
2943,233,15,324,1325,32,3,213.0,111.32385189167684
2270,148,12,283,342,10,4,202.0,60.530983801686226
2205,139,22,764,379,4,4,190.33333333333331,0.0
2225,172,28,1090,242,1,4,196.66666666666663,31.04834939252005
2161,310,4,1129,759,17,4,204.0,0.0
2165,309,19,1138,787,17,4,195.33333333333331,0.0
2178,314,30,1148,816,17,4,178.0,35.510561809129406
2156,18,28,1207,960,17,4,154.66666666666666,0.0
2153,217,2,1235,1019,17,4,206.33333333333331,0.0
2157,177,18,1282,1106,17,4,206.66666666666663,0.0
2153,326,20,1329,1194,17,4,187.66666666666663,0.0
2191,33,33,1165,1485,10,4,137.33333333333334,102.0
2138,13,11,1025,1422,10,4,190.0,0.0
2331,339,25,1060,1283,10,4,174.66666666666663,435.7659922481331
2320,150,8,1200,1181,6,4,204.0,427.2434902956393
2325,198,17,1237,1128,6,4,211.0,387.9239616213466
2327,188,15,1256,1101,6,4,209.66666666666663,368.3164400349243
2298,129,21,1326,999,3,4,187.0,279.7320146139873
2289,133,21,1345,973,3,4,189.33333333333331,256.8890811225732
2274,142,23,1383,924,3,4,189.66666666666663,229.61271741782946
2257,141,25,1423,876,3,4,187.66666666666663,198.64792976520042
2248,137,26,1443,853,3,4,184.33333333333331,185.32134253776601
2237,136,26,1440,830,3,4,183.0,169.53170794869024
2228,134,25,1423,807,3,4,184.33333333333331,151.18200951171406
2219,128,23,1406,785,3,4,184.0,138.19189556555045
2151,113,25,1329,684,3,4,174.0,44.598206241955516
2130,82,7,1301,649,3,4,196.66666666666663,0.0
2133,322,11,1289,633,4,4,199.0,0.0
2166,260,15,1216,553,10,4,210.66666666666663,67.47592163134935
2261,359,29,1189,571,10,4,158.33333333333334,68.96375859826666
2276,326,18,1138,331,1,4,191.66666666666663,0.0
2315,134,14,1082,182,6,4,197.33333333333331,43.965895873961216
2292,108,13,1090,272,16,4,192.33333333333331,0.0
2321,322,21,1121,421,10,4,188.66666666666663,94.37160589923221
2329,312,14,1138,481,5,4,199.33333333333331,142.67795905464865
2068,65,5,725,895,3,4,198.33333333333331,0.0
2129,323,32,541,745,10,4,169.33333333333334,154.0519392932137
2036,102,17,313,573,1,4,184.0,0.0
3193,78,8,3722,3130,23,1,195.0,67.11929677819934
3055,190,12,1864,3800,23,1,210.0,366.4560000873229
2886,102,16,1813,1099,32,3,187.0,359.612291224869
2782,127,16,2029,850,31,3,193.0,111.57060544785082
2971,198,16,1293,1599,32,3,211.33333333333331,125.93649193144932
2205,123,21,764,362,4,4,185.33333333333331,0.0
2198,11,4,785,351,14,4,200.33333333333331,0.0
2199,17,21,942,342,10,4,170.0,60.67124524847005
2224,133,20,1130,272,1,4,190.0,0.0
2212,164,8,1120,272,17,4,206.0,0.0
2214,219,6,1116,277,1,4,209.66666666666663,0.0
2222,191,22,1110,324,1,4,208.33333333333331,31.04834939252005
2226,186,23,1110,342,1,4,206.33333333333331,31.953090617340916
2216,145,6,1110,404,17,4,203.66666666666663,0.0
2213,139,5,1110,426,17,4,203.33333333333331,0.0
2215,193,12,1110,450,1,4,210.33333333333331,0.0
2161,74,8,1150,741,17,4,193.66666666666663,0.0
2162,289,9,1158,769,17,4,206.0,0.0
2171,21,35,1248,997,10,4,135.66666666666666,33.54101966249684
2127,255,5,977,1423,17,4,208.0,30.265491900843113
2138,252,20,968,1410,17,4,211.0,42.7551166528639
2344,351,18,1047,1318,10,4,182.66666666666663,478.99582461645736
2326,87,20,1158,1221,6,4,176.0,429.57187989904554
2314,122,16,1176,1195,6,4,192.0,404.82094807457776
2311,167,18,1195,1168,6,4,203.66666666666663,383.69388840584884
2310,191,23,1214,1142,3,4,207.33333333333331,362.714763967501
2318,193,23,1231,1116,6,4,208.66666666666663,346.38995366494106
2291,131,22,1302,1015,3,4,186.33333333333331,257.72077913897436
2282,132,21,1321,990,3,4,188.66666666666663,233.97649454592656
2264,133,23,1360,942,3,4,186.33333333333331,192.83671849520775
2238,134,24,1421,872,3,4,184.33333333333331,153.56106277308712
2228,134,26,1442,850,3,4,182.66666666666663,142.3938200906205
2218,138,25,1448,828,3,4,185.33333333333331,123.54756169184401
2201,139,24,1415,785,3,4,188.0,99.74467404327912
2180,117,31,1384,745,3,4,163.33333333333334,78.03204469959762
2147,116,22,1355,708,3,4,180.33333333333331,31.953090617340916
2345,216,21,1120,120,6,4,212.33333333333331,127.47156545677157
2341,110,14,1110,30,6,4,191.33333333333331,130.26895255585654
2297,68,8,1116,240,16,4,194.33333333333331,0.0
2333,317,13,1167,457,5,4,199.0,158.75767697972907
2071,87,10,765,912,3,4,192.66666666666663,30.14962686336267
2072,327,13,738,914,14,4,196.66666666666663,0.0
2079,324,21,711,892,14,4,187.66666666666663,31.953090617340916
2120,308,27,607,807,10,4,185.33333333333331,124.53112060846478
2145,321,31,558,768,10,4,173.0,173.4041521994211
2155,326,30,534,750,10,4,172.0,202.5561650505854
2186,350,19,446,685,10,4,182.0,318.9012386303948
2132,119,29,342,612,1,4,170.0,126.57013865837392
2082,130,36,330,601,1,4,161.66666666666666,49.92995093127971
3194,71,10,3723,3156,23,1,191.0,60.207972893961475
3100,96,31,2794,3697,22,1,154.66666666666666,165.13025161974412
3060,205,15,1627,3565,22,1,212.0,403.01985062773275
2845,112,23,1894,1045,13,3,177.33333333333337,267.5556016980396
2807,122,18,1974,955,13,3,188.33333333333331,181.46349495146399
2808,253,15,1921,1068,13,3,211.66666666666663,0.0
2253,170,5,404,474,10,4,206.33333333333331,0.0
2253,191,7,424,499,10,4,209.0,0.0
2203,18,6,785,335,14,4,197.33333333333331,0.0
2210,329,19,1057,366,10,4,188.66666666666663,90.6697303403953
2219,110,10,1159,301,17,4,196.66666666666663,0.0
2215,350,12,1150,301,17,4,192.33333333333331,30.01666203960727
2220,340,15,1146,306,17,4,190.0,0.0
2214,357,5,1140,335,17,4,200.33333333333331,0.0
2215,323,9,1140,350,17,4,200.0,0.0
2217,340,12,1140,366,17,4,194.66666666666663,0.0
2219,0,14,1140,384,17,4,188.0,0.0
2221,354,17,1140,404,17,4,183.66666666666663,0.0
2226,356,21,1140,424,17,4,177.0,30.805843601498726
2212,245,10,1140,492,1,4,211.33333333333331,0.0
2164,40,16,1179,752,17,4,179.33333333333337,0.0
2162,322,8,1187,780,17,4,201.33333333333331,0.0
2172,261,18,1195,808,10,4,210.0,31.622776601683793
2172,8,33,1317,1092,10,4,145.33333333333334,62.93647591023825
2225,34,37,1116,1544,10,4,127.0,177.55280904564702
2137,54,20,959,1463,10,4,169.33333333333334,0.0
2132,252,14,940,1438,17,4,211.66666666666663,30.066592756745816
2144,249,27,931,1426,17,4,208.0,61.61168720299745
2340,99,21,1116,1262,6,4,176.66666666666663,434.162412007304
2326,103,24,1134,1235,6,4,171.33333333333334,408.59393044929095
2312,113,22,1153,1209,6,4,179.33333333333337,384.37611788455325
2301,141,19,1172,1183,3,4,195.0,359.9472183529135
2306,183,21,1224,1107,6,4,206.66666666666663,303.08084729985825
2304,143,18,1242,1082,6,4,196.66666666666663,282.25166075685013
2293,118,21,1260,1057,6,4,182.66666666666663,256.478069237898
2281,119,19,1279,1032,3,4,187.0,231.50161986474308
2257,118,22,1338,960,3,4,181.0,167.2602762164406
2245,128,23,1358,937,3,4,183.33333333333331,147.648230602334
2238,139,24,1379,914,3,4,187.33333333333331,144.91721774861674
2229,138,27,1400,892,3,4,182.66666666666663,126.57013865837392
2206,141,28,1442,849,3,4,183.0,97.6165969494942
2199,146,27,1456,828,3,4,186.66666666666663,78.54934754662193
2190,147,28,1441,807,3,4,185.33333333333331,68.0
2181,143,29,1425,787,3,4,181.66666666666663,64.25729530566937
2170,129,31,1410,768,3,4,171.0,48.373546489791295
2140,109,14,1382,732,3,4,191.66666666666663,0.0
2215,12,25,1243,601,10,4,164.0,33.1058907144937
2317,97,13,1140,124,6,4,189.0,42.7551166528639
2068,327,34,390,641,10,4,163.33333333333334,74.24957912338628
2090,15,23,450,674,10,4,167.33333333333334,188.48076824970764
3052,195,16,1660,3598,22,1,210.66666666666663,368.11003789627904
2897,223,8,1610,1543,32,3,210.66666666666663,90.93404203047393
2260,126,4,295,366,10,4,203.0,0.0
2251,175,5,467,541,10,4,206.66666666666663,0.0
2212,129,23,768,342,4,4,183.66666666666663,0.0
2206,24,3,787,324,14,4,201.0,0.0
2376,0,1,1423,711,6,4,203.0,493.8218302181466
2220,48,7,1189,331,17,4,194.33333333333331,0.0
2238,2,36,1170,408,10,4,137.66666666666666,36.61966684720111
2169,338,11,1224,819,17,4,195.66666666666663,0.0
2175,223,10,1233,847,17,4,212.0,0.0
2177,192,19,1243,875,17,4,209.66666666666663,0.0
2223,340,39,1209,1477,10,4,142.33333333333334,143.6697602141801
2175,7,28,979,1544,10,4,156.66666666666666,125.57467897629681
2341,320,17,911,1351,6,4,193.66666666666663,450.2010661915407
2351,351,17,953,1362,10,4,184.66666666666663,485.77360982251804
2344,117,17,1074,1302,6,4,188.66666666666663,434.52963075030914
2333,109,22,1092,1276,6,4,178.33333333333337,410.03048667141815
2320,102,24,1110,1250,6,4,171.33333333333334,386.8358825135021
2294,114,19,1148,1199,3,4,185.33333333333331,338.7580257351846
2289,157,16,1165,1173,3,4,202.33333333333331,316.3700365078842
2289,190,21,1182,1148,3,4,208.66666666666663,297.30960293942746
2293,199,22,1200,1123,3,4,210.33333333333331,278.5121182282739
2290,116,17,1237,1074,3,4,188.66666666666663,237.4721036248258
2274,109,17,1276,1026,3,4,186.33333333333331,190.51509126575775
2253,115,24,1316,979,3,4,177.0,145.01379244747721
2194,145,31,1421,870,3,4,179.0,67.53517601961218
2183,150,31,1443,850,3,4,181.66666666666663,48.877397639399746
2175,152,31,1465,830,3,4,183.66666666666663,34.48187929913333
2165,149,28,1451,811,3,4,186.33333333333331,30.805843601498726
2156,135,22,1437,792,3,4,188.0,31.622776601683793
2146,100,14,1422,774,3,4,188.0,0.0
2140,21,10,1409,757,4,4,191.33333333333331,0.0
2289,297,29,1260,664,10,4,188.33333333333331,135.2479205015737
2307,18,23,1277,573,10,4,166.33333333333334,148.07092894960846
2289,335,22,1265,454,10,4,181.33333333333331,128.16005617976296
2325,302,8,1184,162,6,4,204.33333333333331,97.74456506629922
2338,248,9,1176,108,6,4,210.66666666666663,150.47923444781344
2309,51,3,1170,162,6,4,200.33333333333331,0.0
2312,344,8,1172,190,16,4,197.66666666666663,0.0
2083,316,15,793,886,14,4,196.66666666666663,0.0
2102,318,24,741,933,10,4,185.33333333333331,46.95742752749558
2147,285,28,618,834,10,4,195.0,187.88294228055935
2081,111,28,391,663,1,4,167.0,33.54101966249684
2055,45,11,391,660,10,4,189.0,0.0
3197,36,12,3696,3223,39,1,186.0,42.42640687119285
2903,337,31,270,1661,30,1,164.0,261.6333312099206
2890,239,6,1611,1595,32,3,209.33333333333331,60.29925372672534
2893,220,8,1637,1557,32,3,210.66666666666663,60.530983801686226
2900,230,7,1664,1504,32,3,210.33333333333331,68.24954212300622
2798,112,18,2018,997,13,3,186.66666666666663,138.24615727028365
2826,29,14,2520,759,24,3,183.0,251.372233947984
2313,123,17,90,342,11,4,190.66666666666663,153.37535656030275
2307,136,15,108,335,11,4,197.33333333333331,129.634100452003
2247,68,4,509,582,10,4,199.0,0.0
2246,204,5,531,607,10,4,208.0,0.0
2216,132,19,774,339,14,4,191.0,0.0
2241,332,14,1203,371,10,4,194.33333333333331,43.174066289845804
2266,350,38,1200,417,10,4,139.33333333333334,79.39773296511683
2216,100,23,1200,509,4,4,174.0,0.0
2175,18,24,1262,859,17,4,164.66666666666666,30.59411708155671
2173,22,13,1271,886,17,4,185.33333333333331,30.01666203960727
2172,296,8,1282,914,17,4,205.0,0.0
2182,272,24,1292,942,17,4,204.66666666666663,0.0
2255,344,40,1167,1482,10,4,139.33333333333334,189.02380802428036
2246,46,37,1050,1557,10,4,124.33333333333331,221.57617200412142
2135,13,8,882,1493,17,4,195.66666666666663,0.0
2140,265,13,874,1482,17,4,210.0,30.4138126514911
2358,337,12,902,1385,6,4,195.66666666666663,495.23529761114565
2355,82,5,999,1396,6,4,198.66666666666663,474.51027386137804
2353,114,8,1015,1370,6,4,198.66666666666663,453.1842892245935
2340,97,15,1050,1317,6,4,186.33333333333331,411.50091129911243
2332,93,20,1068,1291,6,4,177.33333333333337,390.16022349798806
2321,93,23,1087,1266,6,4,170.66666666666666,365.6364314452268
2294,102,23,1123,1215,3,4,174.66666666666663,317.77035733371986
2282,128,19,1140,1190,3,4,190.0,295.1829940901068
2276,178,18,1158,1165,3,4,207.33333333333331,272.472016911829
2281,210,21,1176,1140,3,4,212.0,254.4720023892609
2289,189,16,1195,1116,3,4,209.66666666666663,237.92435772740882
2285,139,16,1214,1092,3,4,196.66666666666663,217.41205118392128
2206,125,32,1358,933,3,4,165.66666666666666,64.25729530566937
2189,135,33,1379,912,3,4,170.0,49.39635614091387
2177,144,31,1401,892,3,4,178.33333333333337,33.1058907144937
2166,148,27,1423,872,3,4,187.66666666666663,31.04834939252005
2158,149,19,1445,853,3,4,197.0,0.0
2150,55,6,1463,816,3,4,196.66666666666663,0.0
2182,7,15,1348,684,10,4,183.66666666666663,0.0
2246,343,27,1307,660,10,4,169.33333333333334,69.46221994724903
2277,292,33,1290,684,10,4,186.33333333333331,99.31767214348109
2336,0,20,1224,228,10,4,176.66666666666663,72.2357252334328
2321,129,17,1200,108,6,4,193.0,43.174066289845804
2312,77,3,1200,150,6,4,200.66666666666663,0.0
2094,126,18,886,792,3,4,190.0,30.59411708155671
2080,337,8,834,847,14,4,199.0,0.0
2062,75,12,420,691,10,4,188.0,0.0
2115,6,26,499,731,10,4,162.66666666666666,217.46264046957583
2119,354,26,516,741,10,4,167.33333333333334,245.86174977006894
2122,323,16,421,808,10,4,193.66666666666663,235.55254190944322
3200,14,12,3668,3264,23,1,189.33333333333331,60.67124524847005
2932,339,24,384,2278,29,1,176.66666666666663,61.61168720299745
2932,337,18,350,1499,30,1,187.33333333333331,348.209706929603
2912,39,13,306,607,29,1,185.33333333333331,322.5523213371747
2820,41,5,1342,972,23,3,197.33333333333331,42.0
2826,347,6,1415,1120,23,3,199.33333333333331,30.59411708155671
2826,343,6,1431,1150,23,3,200.0,42.01190307520001
2888,209,5,1639,1597,32,3,208.33333333333331,30.265491900843113
2898,164,8,1717,1466,32,3,206.0,95.25754563287887
2894,176,8,1775,1365,32,3,207.66666666666663,212.02122535255756
2896,173,9,1806,1315,32,3,207.33333333333331,272.04595200076034
2824,115,21,1982,1082,13,3,182.66666666666663,179.62182495454164
2795,111,17,2040,1019,13,3,187.66666666666663,112.36102527122117
2787,109,16,2060,999,13,3,188.0,97.74456506629922
2779,110,15,2081,979,13,3,189.66666666666663,86.88498144098322
2270,45,8,255,379,10,4,193.66666666666663,0.0
2239,153,20,700,470,4,4,197.33333333333331,0.0
2232,147,27,722,443,4,4,187.0,0.0
2221,163,27,738,417,4,4,194.66666666666663,0.0
2224,175,28,752,391,4,4,198.66666666666663,30.14962686336267
2222,160,25,767,366,4,4,195.0,31.04834939252005
2243,255,19,1233,400,10,4,210.66666666666663,32.31098884280702
2264,306,23,1230,418,2,4,192.0,73.00684899377592
2233,69,34,1230,511,4,4,136.33333333333334,34.48187929913333
2180,8,20,1310,926,17,4,175.33333333333337,31.04834939252005
2190,293,23,1320,953,17,4,198.0,0.0
2255,350,41,1199,1423,10,4,130.33333333333334,211.4734025829253
2265,341,46,1183,1433,10,4,122.33333333333331,216.8893727225933
2140,47,13,854,1521,10,4,185.33333333333331,0.0
2138,277,4,845,1510,17,4,206.0,0.0
2364,51,10,957,1437,6,4,190.33333333333331,477.30074376644336
2358,65,10,973,1410,6,4,191.33333333333331,456.83804570109965
2354,74,10,990,1384,6,4,192.0,434.89883881197017
2348,81,12,1008,1358,6,4,189.0,412.24871133819204
2318,103,24,1064,1282,6,4,172.0,346.0014450836875
2305,106,26,1082,1256,3,4,169.66666666666666,320.7023542164915
2291,109,27,1099,1231,3,4,169.33333333333334,298.04194335697116
2268,165,16,1134,1182,3,4,204.0,250.0
2272,212,21,1153,1158,3,4,212.33333333333331,231.10170921046864
2278,153,20,1191,1110,3,4,197.33333333333331,195.7268504830137
2258,132,27,1231,1064,3,4,179.0,147.49237268414933
2211,126,32,1315,976,3,4,167.0,50.47771785649585
2194,123,34,1337,955,3,4,160.33333333333334,31.953090617340916
2175,126,30,1358,934,3,4,170.66666666666666,32.31098884280702
2163,130,19,1380,914,3,4,191.0,0.0
2156,9,9,1425,876,3,4,193.66666666666663,0.0
2248,303,31,1342,691,10,4,182.66666666666663,101.95096860746347
2261,16,27,1332,691,10,4,157.0,48.373546489791295
2327,321,23,1300,408,10,4,185.66666666666663,154.49595463959565
2342,25,11,1248,216,6,4,189.33333333333331,112.92918134831227
2318,80,12,1230,134,6,4,189.33333333333331,30.805843601498726
2311,30,7,1230,150,6,4,195.66666666666663,0.0
2342,342,17,1248,351,10,4,188.0,139.84276885130672
2087,8,10,875,808,14,4,191.66666666666663,0.0
2094,90,23,459,730,1,4,170.0,63.56886030125127
2073,67,17,451,722,10,4,178.0,0.0
3202,4,12,3550,3349,23,1,189.66666666666663,61.0
2823,312,7,1410,1065,23,3,203.33333333333331,30.0
2862,291,11,1604,1421,23,3,205.33333333333331,125.29964086141668
